CRIMINAL_ID,INCIDENT_DATE,INCIDENT_AREA
201819260,10/20/2020 12:00:00 AM,Southeast
202009976,05/21/2020 12:00:00 AM,Olympic
201710229,06/22/2020 12:00:00 AM,Devonshire
202014160,09/02/2020 12:00:00 AM,Olympic
201418198,10/03/2020 12:00:00 AM,Pacific
200314890,07/29/2020 12:00:00 AM,Southwest
200210364,05/19/2020 12:00:00 AM,Rampart
202016459,10/27/2020 12:00:00 AM,Olympic
200707049,03/05/2020 12:00:00 AM,Wilshire
201612036,08/17/2020 12:00:00 AM,Foothill
201711508,07/23/2020 12:00:00 AM,Devonshire
202009996,05/20/2020 12:00:00 AM,Olympic
200711350,07/06/2020 12:00:00 AM,Wilshire
201405607,01/25/2020 12:00:00 AM,Pacific
201509359,04/30/2020 12:00:00 AM,N Hollywood
200209588,04/30/2020 12:00:00 AM,Rampart
200708534,04/23/2020 12:00:00 AM,Wilshire
201706875,02/28/2020 12:00:00 AM,Devonshire
201713134,09/11/2020 12:00:00 AM,Devonshire
200215659,09/22/2020 12:00:00 AM,Rampart
201010262,06/22/2020 12:00:00 AM,West Valley
200316197,08/21/2020 12:00:00 AM,Southwest
201510214,05/18/2020 12:00:00 AM,N Hollywood
201914130,09/03/2020 12:00:00 AM,Mission
200313476,06/30/2020 12:00:00 AM,Southwest
201009186,05/20/2020 12:00:00 AM,West Valley
200808659,04/24/2020 12:00:00 AM,West LA
201111791,07/24/2020 12:00:00 AM,Northeast
201421867,12/17/2020 12:00:00 AM,Pacific
201006111,02/18/2020 12:00:00 AM,West Valley
200710207,06/09/2020 12:00:00 AM,Wilshire
201818933,10/15/2020 12:00:00 AM,Southeast
201413815,07/15/2020 12:00:00 AM,Pacific
201414184,07/22/2020 12:00:00 AM,Pacific
200605012,01/23/2020 12:00:00 AM,Hollywood
201226606,12/17/2020 12:00:00 AM,77th Street
201115866,11/18/2020 12:00:00 AM,Northeast
200204310,01/07/2020 12:00:00 AM,Rampart
201312221,06/12/2020 12:00:00 AM,Newton
200713982,09/18/2020 12:00:00 AM,Wilshire
202105722,02/07/2020 12:00:00 AM,Topanga
201007107,03/11/2020 12:00:00 AM,West Valley
201209656,03/24/2020 12:00:00 AM,77th Street
200606980,02/26/2020 12:00:00 AM,Hollywood
201206921,02/11/2020 12:00:00 AM,77th Street
200907767,03/23/2020 12:00:00 AM,Van Nuys
200210031,05/10/2020 12:00:00 AM,Rampart
201317551,09/26/2020 12:00:00 AM,Newton
200321341,12/06/2020 12:00:00 AM,Southwest
200214256,08/25/2020 12:00:00 AM,Rampart
201821588,12/03/2020 12:00:00 AM,Southeast
201517594,11/16/2020 12:00:00 AM,N Hollywood
201413601,07/10/2020 12:00:00 AM,Pacific
201305733,01/31/2020 12:00:00 AM,Newton
201914517,09/14/2020 12:00:00 AM,Mission
200505266,01/30/2020 12:00:00 AM,Harbor
201715599,11/20/2020 12:00:00 AM,Devonshire
200518096,12/22/2020 12:00:00 AM,Harbor
200117519,09/06/2020 12:00:00 AM,Central
202007833,03/23/2020 12:00:00 AM,Olympic
200911873,07/02/2020 12:00:00 AM,Van Nuys
200313894,07/09/2020 12:00:00 AM,Southwest
201010115,06/17/2020 12:00:00 AM,West Valley
202006698,02/25/2020 12:00:00 AM,Olympic
200905398,02/01/2020 12:00:00 AM,Van Nuys
201813916,07/13/2020 12:00:00 AM,Southeast
200918839,12/26/2020 12:00:00 AM,Van Nuys
200905698,02/07/2020 12:00:00 AM,Van Nuys
201709505,05/27/2020 12:00:00 AM,Devonshire
200716336,11/24/2020 12:00:00 AM,Wilshire
200707522,03/16/2020 12:00:00 AM,Wilshire
201510679,05/29/2020 12:00:00 AM,N Hollywood
200717491,12/26/2020 12:00:00 AM,Wilshire
200812890,08/12/2020 12:00:00 AM,West LA
200811150,06/26/2020 12:00:00 AM,West LA
200913819,08/21/2020 12:00:00 AM,Van Nuys
201910341,05/28/2020 12:00:00 AM,Mission
202008057,03/29/2020 12:00:00 AM,Olympic
201316273,08/31/2020 12:00:00 AM,Newton
200210519,05/22/2020 12:00:00 AM,Rampart
201312233,06/13/2020 12:00:00 AM,Newton
201709652,06/02/2020 12:00:00 AM,Devonshire
201209372,03/17/2020 12:00:00 AM,77th Street
201007282,03/16/2020 12:00:00 AM,West Valley
210704440,01/13/2021 12:00:00 AM,Wilshire
201214995,06/19/2020 12:00:00 AM,77th Street
201305763,02/01/2020 12:00:00 AM,Newton
200209660,05/01/2020 12:00:00 AM,Rampart
200704431,01/09/2020 12:00:00 AM,Wilshire
201817648,09/22/2020 12:00:00 AM,Southeast
200606142,02/13/2020 12:00:00 AM,Hollywood
200407886,04/16/2020 12:00:00 AM,Hollenbeck
201609391,05/25/2020 12:00:00 AM,Foothill
201110412,06/14/2020 12:00:00 AM,Northeast
201814728,07/29/2020 12:00:00 AM,Southeast
200904837,01/20/2020 12:00:00 AM,Van Nuys
200616578,10/11/2020 12:00:00 AM,Hollywood
200110484,04/14/2020 12:00:00 AM,Central
200904754,01/17/2020 12:00:00 AM,Van Nuys
200713066,08/23/2020 12:00:00 AM,Wilshire
202012467,07/23/2020 12:00:00 AM,Olympic
200808865,04/30/2020 12:00:00 AM,West LA
201204563,01/08/2020 12:00:00 AM,77th Street
211004100,01/03/2021 12:00:00 AM,West Valley
200104800,01/11/2020 12:00:00 AM,Central
201812213,06/06/2020 12:00:00 AM,Southeast
200320277,11/12/2020 12:00:00 AM,Southwest
201408756,03/16/2020 12:00:00 AM,Pacific
201806390,02/11/2020 12:00:00 AM,Southeast
201907233,03/06/2020 12:00:00 AM,Mission
201416126,08/26/2020 12:00:00 AM,Pacific
200613243,07/29/2020 12:00:00 AM,Hollywood
200509841,05/23/2020 12:00:00 AM,Harbor
200316986,09/07/2020 12:00:00 AM,Southwest
201515377,09/20/2020 12:00:00 AM,N Hollywood
200607626,03/04/2020 12:00:00 AM,Hollywood
202111837,07/21/2020 12:00:00 AM,Topanga
200308110,03/07/2020 12:00:00 AM,Southwest
201611775,08/07/2020 12:00:00 AM,Foothill
201514806,09/02/2020 12:00:00 AM,N Hollywood
200910888,06/11/2020 12:00:00 AM,Van Nuys
201614247,10/27/2020 12:00:00 AM,Foothill
201900890,09/23/2020 12:00:00 AM,Mission
200614351,08/22/2020 12:00:00 AM,Hollywood
200618489,11/25/2020 12:00:00 AM,Hollywood
201417497,09/20/2020 12:00:00 AM,Pacific
200709215,05/13/2020 12:00:00 AM,Wilshire
201821190,11/26/2020 12:00:00 AM,Southeast
201611984,08/15/2020 12:00:00 AM,Foothill
200618418,11/23/2020 12:00:00 AM,Hollywood
201517393,11/10/2020 12:00:00 AM,N Hollywood
201818725,10/11/2020 12:00:00 AM,Southeast
201505476,01/30/2020 12:00:00 AM,N Hollywood
200812265,07/24/2020 12:00:00 AM,West LA
201005208,01/29/2020 12:00:00 AM,West Valley
201707380,03/16/2020 12:00:00 AM,Devonshire
201212088,05/03/2020 12:00:00 AM,77th Street
202107702,03/25/2020 12:00:00 AM,Topanga
201226123,12/10/2020 12:00:00 AM,77th Street
201116741,12/18/2020 12:00:00 AM,Northeast
201109966,06/01/2020 12:00:00 AM,Northeast
200308362,03/10/2020 12:00:00 AM,Southwest
201312527,06/19/2020 12:00:00 AM,Newton
201110535,06/18/2020 12:00:00 AM,Northeast
200900002,08/15/2020 12:00:00 AM,Van Nuys
200106692,02/08/2020 12:00:00 AM,Central
201209129,03/13/2020 12:00:00 AM,77th Street
201406593,02/13/2020 12:00:00 AM,Pacific
202005468,02/01/2020 12:00:00 AM,Olympic
201516666,10/22/2020 12:00:00 AM,N Hollywood
201605102,01/27/2020 12:00:00 AM,Foothill
200808825,04/29/2020 12:00:00 AM,West LA
201010230,06/21/2020 12:00:00 AM,West Valley
201217031,07/23/2020 12:00:00 AM,77th Street
200407034,03/17/2020 12:00:00 AM,Hollenbeck
201005306,01/31/2020 12:00:00 AM,West Valley
200717220,12/17/2020 12:00:00 AM,Wilshire
200416129,12/21/2020 12:00:00 AM,Hollenbeck
202117321,12/23/2020 12:00:00 AM,Topanga
200709235,05/14/2020 12:00:00 AM,Wilshire
200310009,04/17/2020 12:00:00 AM,Southwest
200707782,03/26/2020 12:00:00 AM,Wilshire
200816888,11/25/2020 12:00:00 AM,West LA
201700900,11/28/2020 12:00:00 AM,Devonshire
202104215,01/06/2020 12:00:00 AM,Topanga
201308913,03/31/2020 12:00:00 AM,Newton
201708069,04/09/2020 12:00:00 AM,Devonshire
210905381,02/05/2021 12:00:00 AM,Van Nuys
200112448,05/31/2020 12:00:00 AM,Central
201911170,06/19/2020 12:00:00 AM,Mission
201219689,08/31/2020 12:00:00 AM,77th Street
201411220,05/21/2020 12:00:00 AM,Pacific
200807531,03/20/2020 12:00:00 AM,West LA
210306192,01/11/2021 12:00:00 AM,Southwest
202009528,05/09/2020 12:00:00 AM,Olympic
201005112,01/25/2020 12:00:00 AM,West Valley
200911622,06/26/2020 12:00:00 AM,Van Nuys
200816727,11/21/2020 12:00:00 AM,West LA
201008367,04/24/2020 12:00:00 AM,West Valley
200617661,11/06/2020 12:00:00 AM,Hollywood
201808257,03/16/2020 12:00:00 AM,Southeast
201518101,11/29/2020 12:00:00 AM,N Hollywood
201109170,05/08/2020 12:00:00 AM,Northeast
201918291,12/21/2020 12:00:00 AM,Mission
200111275,05/02/2020 12:00:00 AM,Central
200617146,10/24/2020 12:00:00 AM,Hollywood
200404863,01/22/2020 12:00:00 AM,Hollenbeck
200211491,06/18/2020 12:00:00 AM,Rampart
201009428,05/27/2020 12:00:00 AM,West Valley
201013643,10/02/2020 12:00:00 AM,West Valley
200309277,03/31/2020 12:00:00 AM,Southwest
202006571,02/23/2020 12:00:00 AM,Olympic
200114078,06/27/2020 12:00:00 AM,Central
202114815,10/13/2020 12:00:00 AM,Topanga
200716058,11/16/2020 12:00:00 AM,Wilshire
200111642,05/12/2020 12:00:00 AM,Central
201711248,07/18/2020 12:00:00 AM,Devonshire
200515677,10/23/2020 12:00:00 AM,Harbor
202114714,10/11/2020 12:00:00 AM,Topanga
200711920,07/22/2020 12:00:00 AM,Wilshire
201420240,11/11/2020 12:00:00 AM,Pacific
202112652,08/12/2020 12:00:00 AM,Topanga
202117222,12/18/2020 12:00:00 AM,Topanga
200505841,02/13/2020 12:00:00 AM,Harbor
201106130,02/17/2020 12:00:00 AM,Northeast
201207344,02/17/2020 12:00:00 AM,77th Street
211706373,03/10/2021 12:00:00 AM,Devonshire
201306218,02/08/2020 12:00:00 AM,Newton
202110342,06/10/2020 12:00:00 AM,Topanga
201912438,07/22/2020 12:00:00 AM,Mission
201317336,09/21/2020 12:00:00 AM,Newton
201709809,05/16/2020 12:00:00 AM,Devonshire
200505645,02/09/2020 12:00:00 AM,Harbor
200514316,09/18/2020 12:00:00 AM,Harbor
201607660,04/01/2020 12:00:00 AM,Foothill
201712635,08/28/2020 12:00:00 AM,Devonshire
201414686,07/31/2020 12:00:00 AM,Pacific
201915972,10/21/2020 12:00:00 AM,Mission
201421670,12/15/2020 12:00:00 AM,Pacific
201420843,11/22/2020 12:00:00 AM,Pacific
201013667,10/02/2020 12:00:00 AM,West Valley
200409462,06/03/2020 12:00:00 AM,Hollenbeck
200200846,09/07/2020 12:00:00 AM,Rampart
200310225,04/21/2020 12:00:00 AM,Southwest
200816568,11/18/2020 12:00:00 AM,West LA
201917526,11/30/2020 12:00:00 AM,Mission
201320963,12/07/2020 12:00:00 AM,Newton
201319804,11/12/2020 12:00:00 AM,Newton
200105351,01/20/2020 12:00:00 AM,Central
201222649,10/15/2020 12:00:00 AM,77th Street
201109803,05/27/2020 12:00:00 AM,Northeast
201612609,09/03/2020 12:00:00 AM,Foothill
201912977,08/06/2020 12:00:00 AM,Mission
201013693,10/03/2020 12:00:00 AM,West Valley
201225575,12/02/2020 12:00:00 AM,77th Street
201912616,07/28/2020 12:00:00 AM,Mission
200307452,02/26/2020 12:00:00 AM,Southwest
201208499,03/05/2020 12:00:00 AM,77th Street
201808815,03/28/2020 12:00:00 AM,Southeast
200206487,02/19/2020 12:00:00 AM,Rampart
200305547,01/27/2020 12:00:00 AM,Southwest
201509219,04/27/2020 12:00:00 AM,N Hollywood
202016261,10/23/2020 12:00:00 AM,Olympic
200314695,07/25/2020 12:00:00 AM,Southwest
201917068,11/18/2020 12:00:00 AM,Mission
200118574,09/27/2020 12:00:00 AM,Central
200104459,01/03/2020 12:00:00 AM,Central
200312037,05/28/2020 12:00:00 AM,Southwest
201219827,09/02/2020 12:00:00 AM,77th Street
201226396,12/14/2020 12:00:00 AM,77th Street
201817942,09/28/2020 12:00:00 AM,Southeast
201106986,03/06/2020 12:00:00 AM,Northeast
201809596,04/14/2020 12:00:00 AM,Southeast
201813435,07/03/2020 12:00:00 AM,Southeast
200906595,02/27/2020 12:00:00 AM,Van Nuys
200815495,10/20/2020 12:00:00 AM,West LA
201916519,11/04/2020 12:00:00 AM,Mission
211904009,12/31/2020 12:00:00 AM,Mission
200511775,07/13/2020 12:00:00 AM,Harbor
200218354,12/08/2020 12:00:00 AM,Rampart
201614296,10/30/2020 12:00:00 AM,Foothill
200413673,10/10/2020 12:00:00 AM,Hollenbeck
201111417,07/14/2020 12:00:00 AM,Northeast
200900643,03/13/2020 12:00:00 AM,Van Nuys
200808720,04/25/2020 12:00:00 AM,West LA
202009284,05/03/2020 12:00:00 AM,Olympic
200916665,10/31/2020 12:00:00 AM,Van Nuys
201808921,03/29/2020 12:00:00 AM,Southeast
201406872,02/18/2020 12:00:00 AM,Pacific
200612181,07/04/2020 12:00:00 AM,Hollywood
201225017,11/23/2020 12:00:00 AM,77th Street
200218340,12/08/2020 12:00:00 AM,Rampart
200107955,02/26/2020 12:00:00 AM,Central
201407822,03/06/2020 12:00:00 AM,Pacific
200608669,04/04/2020 12:00:00 AM,Hollywood
201816171,08/25/2020 12:00:00 AM,Southeast
201514086,08/17/2020 12:00:00 AM,N Hollywood
200412410,09/03/2020 12:00:00 AM,Hollenbeck
200405825,02/17/2020 12:00:00 AM,Hollenbeck
202015243,09/28/2020 12:00:00 AM,Olympic
201301192,12/28/2020 12:00:00 AM,Newton
200607854,03/13/2020 12:00:00 AM,Hollywood
200713063,08/22/2020 12:00:00 AM,Wilshire
201804590,01/12/2020 12:00:00 AM,Southeast
200914822,09/17/2020 12:00:00 AM,Van Nuys
202007612,03/16/2020 12:00:00 AM,Olympic
201220125,09/07/2020 12:00:00 AM,77th Street
201909431,05/05/2020 12:00:00 AM,Mission
202109347,05/14/2020 12:00:00 AM,Topanga
201712079,08/08/2020 12:00:00 AM,Devonshire
201908959,04/21/2020 12:00:00 AM,Mission
202113968,09/19/2020 12:00:00 AM,Topanga
201812888,06/21/2020 12:00:00 AM,Southeast
202111767,07/19/2020 12:00:00 AM,Topanga
200706007,02/12/2020 12:00:00 AM,Wilshire
201317595,09/26/2020 12:00:00 AM,Newton
201105016,01/24/2020 12:00:00 AM,Northeast
201221140,09/22/2020 12:00:00 AM,77th Street
202005038,01/24/2020 12:00:00 AM,Olympic
201820956,11/22/2020 12:00:00 AM,Southeast
201013997,10/13/2020 12:00:00 AM,West Valley
201318313,10/12/2020 12:00:00 AM,Newton
200304403,01/06/2020 12:00:00 AM,Southwest
201504683,01/15/2020 12:00:00 AM,N Hollywood
201013916,10/10/2020 12:00:00 AM,West Valley
201606496,03/01/2020 12:00:00 AM,Foothill
201509001,04/19/2020 12:00:00 AM,N Hollywood
201409549,04/13/2020 12:00:00 AM,Pacific
201608320,04/22/2020 12:00:00 AM,Foothill
201504800,01/17/2020 12:00:00 AM,N Hollywood
200218624,12/15/2020 12:00:00 AM,Rampart
200705376,01/29/2020 12:00:00 AM,Wilshire
200216032,10/11/2020 12:00:00 AM,Rampart
201515572,09/25/2020 12:00:00 AM,N Hollywood
201016098,12/14/2020 12:00:00 AM,West Valley
201105275,01/30/2020 12:00:00 AM,Northeast
201009948,06/13/2020 12:00:00 AM,West Valley
200319799,11/03/2020 12:00:00 AM,Southwest
201114543,10/11/2020 12:00:00 AM,Northeast
202108177,04/12/2020 12:00:00 AM,Topanga
200120632,11/05/2020 12:00:00 AM,Central
200400501,01/01/2020 12:00:00 AM,Hollenbeck
201708490,04/25/2020 12:00:00 AM,Devonshire
201611048,07/14/2020 12:00:00 AM,Foothill
201419659,11/03/2020 12:00:00 AM,Pacific
200811626,07/08/2020 12:00:00 AM,West LA
201515728,09/25/2020 12:00:00 AM,N Hollywood
200713387,09/01/2020 12:00:00 AM,Wilshire
201106261,02/20/2020 12:00:00 AM,Northeast
201705642,02/07/2020 12:00:00 AM,Devonshire
200814044,09/12/2020 12:00:00 AM,West LA
200609610,04/27/2020 12:00:00 AM,Hollywood
200206350,02/17/2020 12:00:00 AM,Rampart
201215546,06/28/2020 12:00:00 AM,77th Street
200913102,08/04/2020 12:00:00 AM,Van Nuys
201808012,03/11/2020 12:00:00 AM,Southeast
201110594,06/19/2020 12:00:00 AM,Northeast
200206921,02/27/2020 12:00:00 AM,Rampart
201907729,03/16/2020 12:00:00 AM,Mission
202117105,12/16/2020 12:00:00 AM,Topanga
200412940,09/19/2020 12:00:00 AM,Hollenbeck
200911570,06/25/2020 12:00:00 AM,Van Nuys
201223151,10/22/2020 12:00:00 AM,77th Street
200214631,09/03/2020 12:00:00 AM,Rampart
202010251,05/28/2020 12:00:00 AM,Olympic
201515034,09/07/2020 12:00:00 AM,N Hollywood
201406054,02/05/2020 12:00:00 AM,Pacific
200320893,11/23/2020 12:00:00 AM,Southwest
201210802,04/13/2020 12:00:00 AM,77th Street
200608872,04/07/2020 12:00:00 AM,Hollywood
201713393,09/18/2020 12:00:00 AM,Devonshire
202014286,09/05/2020 12:00:00 AM,Olympic
200613355,07/29/2020 12:00:00 AM,Hollywood
200619879,12/31/2020 12:00:00 AM,Hollywood
200218318,12/07/2020 12:00:00 AM,Rampart
200204966,01/21/2020 12:00:00 AM,Rampart
200205203,01/25/2020 12:00:00 AM,Rampart
200705781,02/07/2020 12:00:00 AM,Wilshire
201010032,06/15/2020 12:00:00 AM,West Valley
200118253,09/20/2020 12:00:00 AM,Central
201712042,08/09/2020 12:00:00 AM,Devonshire
201413332,07/06/2020 12:00:00 AM,Pacific
201225448,11/29/2020 12:00:00 AM,77th Street
201413207,07/03/2020 12:00:00 AM,Pacific
200312250,06/03/2020 12:00:00 AM,Southwest
200607107,02/28/2020 12:00:00 AM,Hollywood
200512425,07/29/2020 12:00:00 AM,Harbor
201215030,06/20/2020 12:00:00 AM,77th Street
201111890,07/27/2020 12:00:00 AM,Northeast
201313116,06/29/2020 12:00:00 AM,Newton
201210231,04/02/2020 12:00:00 AM,77th Street
201116364,12/06/2020 12:00:00 AM,Northeast
200910040,05/22/2020 12:00:00 AM,Van Nuys
200608744,04/05/2020 12:00:00 AM,Hollywood
201321151,12/12/2020 12:00:00 AM,Newton
200516164,11/02/2020 12:00:00 AM,Harbor
201319516,11/04/2020 12:00:00 AM,Newton
201318803,10/21/2020 12:00:00 AM,Newton
201513008,07/23/2020 12:00:00 AM,N Hollywood
201318726,10/19/2020 12:00:00 AM,Newton
201818770,10/13/2020 12:00:00 AM,Southeast
200513225,08/21/2020 12:00:00 AM,Harbor
211705044,01/06/2021 12:00:00 AM,Devonshire
201704162,01/03/2020 12:00:00 AM,Devonshire
200510784,06/19/2020 12:00:00 AM,Harbor
201710461,06/26/2020 12:00:00 AM,Devonshire
201514072,08/13/2020 12:00:00 AM,N Hollywood
200509077,05/04/2020 12:00:00 AM,Harbor
200714788,10/10/2020 12:00:00 AM,Wilshire
200415449,12/01/2020 12:00:00 AM,Hollenbeck
200611742,06/24/2020 12:00:00 AM,Hollywood
201909154,04/26/2020 12:00:00 AM,Mission
201713658,09/26/2020 12:00:00 AM,Devonshire
200107425,02/19/2020 12:00:00 AM,Central
200407260,03/25/2020 12:00:00 AM,Hollenbeck
201420382,11/16/2020 12:00:00 AM,Pacific
201818426,10/06/2020 12:00:00 AM,Southeast
200513281,08/21/2020 12:00:00 AM,Harbor
201013335,09/22/2020 12:00:00 AM,West Valley
201812672,06/17/2020 12:00:00 AM,Southeast
200316806,09/02/2020 12:00:00 AM,Southwest
200513785,09/05/2020 12:00:00 AM,Harbor
200106479,02/04/2020 12:00:00 AM,Central
200316360,08/27/2020 12:00:00 AM,Southwest
201700534,01/17/2020 12:00:00 AM,Devonshire
200814146,09/16/2020 12:00:00 AM,West LA
201306286,02/10/2020 12:00:00 AM,Newton
200319683,10/31/2020 12:00:00 AM,Southwest
201308041,03/13/2020 12:00:00 AM,Newton
211704657,11/03/2020 12:00:00 AM,Devonshire
200708933,05/05/2020 12:00:00 AM,Wilshire
201804023,01/01/2020 12:00:00 AM,Southeast
202110313,06/10/2020 12:00:00 AM,Topanga
201309677,04/19/2020 12:00:00 AM,Newton
201608056,04/07/2020 12:00:00 AM,Foothill
200513459,08/27/2020 12:00:00 AM,Harbor
202112723,08/14/2020 12:00:00 AM,Topanga
201506451,02/19/2020 12:00:00 AM,N Hollywood
200206279,02/15/2020 12:00:00 AM,Rampart
201226628,12/17/2020 12:00:00 AM,77th Street
201911954,07/09/2020 12:00:00 AM,Mission
201012616,09/01/2020 12:00:00 AM,West Valley
211410682,04/30/2021 12:00:00 AM,Pacific
200322255,12/25/2020 12:00:00 AM,Southwest
200116764,08/22/2020 12:00:00 AM,Central
200317070,09/09/2020 12:00:00 AM,Southwest
201311246,05/23/2020 12:00:00 AM,Newton
201306380,02/12/2020 12:00:00 AM,Newton
201227132,12/25/2020 12:00:00 AM,77th Street
200216647,10/26/2020 12:00:00 AM,Rampart
201205892,01/28/2020 12:00:00 AM,77th Street
201606577,03/03/2020 12:00:00 AM,Foothill
200119219,10/11/2020 12:00:00 AM,Central
200714821,10/12/2020 12:00:00 AM,Wilshire
200205962,02/08/2020 12:00:00 AM,Rampart
200100785,05/16/2020 12:00:00 AM,Central
201809355,04/08/2020 12:00:00 AM,Southeast
201421515,12/09/2020 12:00:00 AM,Pacific
200210990,06/05/2020 12:00:00 AM,Rampart
200900692,04/21/2020 12:00:00 AM,Van Nuys
202006563,02/22/2020 12:00:00 AM,Olympic
200619173,12/12/2020 12:00:00 AM,Hollywood
201208306,03/02/2020 12:00:00 AM,77th Street
201417285,09/16/2020 12:00:00 AM,Pacific
201111232,07/08/2020 12:00:00 AM,Northeast
201913330,08/15/2020 12:00:00 AM,Mission
200204971,01/21/2020 12:00:00 AM,Rampart
200918273,12/09/2020 12:00:00 AM,Van Nuys
200808402,04/13/2020 12:00:00 AM,West LA
200608725,04/01/2020 12:00:00 AM,Hollywood
201417757,09/24/2020 12:00:00 AM,Pacific
200317006,09/08/2020 12:00:00 AM,Southwest
200312536,06/11/2020 12:00:00 AM,Southwest
200619188,12/12/2020 12:00:00 AM,Hollywood
202015851,10/13/2020 12:00:00 AM,Olympic
200517203,11/29/2020 12:00:00 AM,Harbor
201814778,07/29/2020 12:00:00 AM,Southeast
200315252,08/04/2020 12:00:00 AM,Southwest
200712996,08/21/2020 12:00:00 AM,Wilshire
201222673,10/15/2020 12:00:00 AM,77th Street
201314564,07/27/2020 12:00:00 AM,Newton
200812312,07/26/2020 12:00:00 AM,West LA
201213100,05/18/2020 12:00:00 AM,77th Street
201908448,04/04/2020 12:00:00 AM,Mission
200207550,03/08/2020 12:00:00 AM,Rampart
201116813,12/20/2020 12:00:00 AM,Northeast
200410882,07/17/2020 12:00:00 AM,Hollenbeck
201514859,09/06/2020 12:00:00 AM,N Hollywood
201408759,03/22/2020 12:00:00 AM,Pacific
210505173,01/16/2021 12:00:00 AM,Harbor
211905788,02/19/2021 12:00:00 AM,Mission
201108622,04/22/2020 12:00:00 AM,Northeast
201321557,12/21/2020 12:00:00 AM,Newton
201507080,03/02/2020 12:00:00 AM,N Hollywood
201512717,07/16/2020 12:00:00 AM,N Hollywood
201318821,10/21/2020 12:00:00 AM,Newton
201813320,06/30/2020 12:00:00 AM,Southeast
202104882,01/20/2020 12:00:00 AM,Topanga
201115204,10/28/2020 12:00:00 AM,Northeast
201209935,03/29/2020 12:00:00 AM,77th Street
202109385,05/15/2020 12:00:00 AM,Topanga
200516666,11/15/2020 12:00:00 AM,Harbor
200216265,10/16/2020 12:00:00 AM,Rampart
200404623,01/17/2020 12:00:00 AM,Hollenbeck
201314487,07/25/2020 12:00:00 AM,Newton
201514586,08/30/2020 12:00:00 AM,N Hollywood
201905048,01/24/2020 12:00:00 AM,Mission
200110798,04/21/2020 12:00:00 AM,Central
201605082,01/27/2020 12:00:00 AM,Foothill
201612434,08/30/2020 12:00:00 AM,Foothill
201415055,08/03/2020 12:00:00 AM,Pacific
200615767,09/23/2020 12:00:00 AM,Hollywood
202010864,06/13/2020 12:00:00 AM,Olympic
200204170,01/04/2020 12:00:00 AM,Rampart
201217463,07/30/2020 12:00:00 AM,77th Street
201316813,09/11/2020 12:00:00 AM,Newton
202013419,08/14/2020 12:00:00 AM,Olympic
200906714,02/29/2020 12:00:00 AM,Van Nuys
201011115,07/18/2020 12:00:00 AM,West Valley
200114879,07/15/2020 12:00:00 AM,Central
201008757,05/06/2020 12:00:00 AM,West Valley
201714358,10/17/2020 12:00:00 AM,Devonshire
201615361,12/05/2020 12:00:00 AM,Foothill
201212971,05/17/2020 12:00:00 AM,77th Street
201115625,11/11/2020 12:00:00 AM,Northeast
202109097,05/09/2020 12:00:00 AM,Topanga
201512943,07/22/2020 12:00:00 AM,N Hollywood
200307641,03/01/2020 12:00:00 AM,Southwest
200813168,08/21/2020 12:00:00 AM,West LA
200507832,04/01/2020 12:00:00 AM,Harbor
200714156,09/22/2020 12:00:00 AM,Wilshire
200912684,07/23/2020 12:00:00 AM,Van Nuys
200313276,06/27/2020 12:00:00 AM,Southwest
201416742,09/05/2020 12:00:00 AM,Pacific
200118896,10/04/2020 12:00:00 AM,Central
200206488,02/19/2020 12:00:00 AM,Rampart
201310744,05/12/2020 12:00:00 AM,Newton
200706875,03/02/2020 12:00:00 AM,Wilshire
201411076,05/18/2020 12:00:00 AM,Pacific
200707316,03/11/2020 12:00:00 AM,Wilshire
200207116,03/01/2020 12:00:00 AM,Rampart
200707512,03/16/2020 12:00:00 AM,Wilshire
200217843,11/22/2020 12:00:00 AM,Rampart
201815013,08/03/2020 12:00:00 AM,Southeast
201708433,04/22/2020 12:00:00 AM,Devonshire
201205778,01/26/2020 12:00:00 AM,77th Street
201713516,09/21/2020 12:00:00 AM,Devonshire
201300769,06/01/2020 12:00:00 AM,Newton
201611544,07/30/2020 12:00:00 AM,Foothill
200414151,10/22/2020 12:00:00 AM,Hollenbeck
200617404,10/31/2020 12:00:00 AM,Hollywood
201916679,11/08/2020 12:00:00 AM,Mission
200907481,03/15/2020 12:00:00 AM,Van Nuys
210604516,01/14/2021 12:00:00 AM,Hollywood
201226821,12/20/2020 12:00:00 AM,77th Street
201106229,02/20/2020 12:00:00 AM,Northeast
201915141,09/25/2020 12:00:00 AM,Mission
201400903,09/12/2020 12:00:00 AM,Pacific
200808559,04/21/2020 12:00:00 AM,West LA
200712122,07/28/2020 12:00:00 AM,Wilshire
202015528,10/05/2020 12:00:00 AM,Olympic
200709012,05/07/2020 12:00:00 AM,Wilshire
200816097,11/05/2020 12:00:00 AM,West LA
201915531,10/11/2020 12:00:00 AM,Mission
202009654,05/12/2020 12:00:00 AM,Olympic
210704669,01/19/2021 12:00:00 AM,Wilshire
201218569,08/13/2020 12:00:00 AM,77th Street
200209268,04/22/2020 12:00:00 AM,Rampart
201112955,08/27/2020 12:00:00 AM,Northeast
200219183,12/31/2020 12:00:00 AM,Rampart
201805390,01/26/2020 12:00:00 AM,Southeast
210606866,03/10/2021 12:00:00 AM,Hollywood
200513043,08/16/2020 12:00:00 AM,Harbor
202004471,01/11/2020 12:00:00 AM,Olympic
